X,Y,Z
-0.053711,0.015625,0.897949
0.036621,0.051758,0.974609
-0.009521,0.114014,0.958008
0.023926,-0.039551,1.121338
0.042725,-0.071777,0.962646
-0.043701,-0.077148,1.106689
-0.04248,-0.125977,0.935303
-0.022705,0.00415,1.299561
-0.067871,-0.019531,0.793213
-0.188477,0.220703,0.990479
-0.064697,0.016113,0.976074
-0.048828,0.044434,0.982178
0.054688,0.064209,0.788818
-0.010986,0.015625,1.022949
-0.072021,-0.031006,1.133301
-0.117188,0.006836,1.089844
-0.130127,-0.02832,0.879395
-0.163574,-0.030518,0.976074
-0.06958,0.01001,0.979736
