X,Y,Z
0.212158,0.020508,1.028564
0.118164,0.049805,0.990967
0.2771,0.070801,1.088135
0.108154,-0.020752,1.010742
-0.216553,0.016113,1.00293
-0.511475,0.067627,0.874268
-0.044922,-0.026855,0.982178
-0.095947,0.247559,0.970947
-0.086426,0.24292,1.100342
-0.092285,-0.067871,1.087158
-0.048828,-0.255615,0.936279
-0.199707,-0.043701,0.954346
-0.29126,0.057861,1.087891
-0.111572,-0.030518,0.912598
0.073242,0.053223,0.958496
-0.175293,0.127441,0.966553
0.248291,0.089355,1.006592
0.312012,0.049316,1.028809
0.026123,-0.054443,0.973145
-0.0354,0.077637,0.995605
-0.300049,0.057861,1.044434
-0.367432,-0.083008,0.980957
-0.0625,0.005859,0.97583
-0.06958,0.007568,0.981689
-0.060059,0.008057,0.963379
-0.237061,-0.042236,0.97583
-0.306885,-0.003906,0.920166
-0.25415,0.051514,1.087646
-0.176025,-0.020508,0.857422
-0.022949,0.081543,1.202637
0.277344,0.035645,1.090576
-0.169434,0.104736,0.954834
0.022217,0.056641,1.006348
0.192383,-0.01123,1.026611
-0.008057,0.021973,1.032715
-0.339355,0.054199,1.178711
-0.162354,0.001953,0.970215
-0.04248,0.079834,0.971436
-0.044434,0.247803,0.990723
-0.082764,0.062744,1.038818
-0.044189,-0.243652,0.784912
-0.068848,0.006348,0.96875
-0.287109,0.046631,0.891846
-0.183838,-0.069336,1.04541
-0.06665,-0.020996,0.935791
1.749023,-0.035156,1.087646
0.494629,0.114502,0.951172
0.169678,0.009033,1.077637
-0.118896,0.062988,1.147705
-0.285645,0.022949,0.999023
-0.370361,0.055176,0.970459
-0.069336,0.009766,0.96875
-0.069092,0.008301,0.974609
-0.063721,0.006348,0.980713
-0.06665,0.012939,0.980713
-0.063232,0.010498,0.974121
-0.2771,-0.002441,0.935303
-0.252441,0.028564,0.921631
-0.151855,0.044678,0.891357
0.224854,-0.00708,0.935791
-0.04248,0.052979,1.2229
0.091797,0.066162,1.043457
0.110352,0.02002,0.997559
0.292725,0.029785,0.802734
-0.120117,-0.026855,0.802979
-0.482422,0.055176,0.976807
-0.054688,0.13501,0.931396
-0.012451,0.224854,0.831055
0.005127,0.254883,1.04126
-0.129883,-0.259033,1.05957
-0.399902,-0.022461,0.986572
-0.269287,0.013916,0.981201
0.23999,0.080078,1.009766
0.411377,-0.005859,0.819092
0.186035,0.088867,1.003174
0.224365,0.074219,1.063477
-0.117676,0.104248,1.066162
-0.176025,-0.022949,0.952148
-0.361328,-0.015137,0.904297
-0.065918,0.010498,0.982178
-0.063721,0.009521,0.975586
-0.068115,0.010498,0.977783
-0.065674,0.009766,0.979004
-0.066406,0.009766,0.970703
-0.066406,0.009766,0.982666
-0.024658,-0.05127,0.971191
-0.125488,0.02832,0.797852
-0.242188,0.10376,1.074707
-0.162598,0.046631,0.907471
0.148438,0.022461,1.056885
0.194824,0.013184,1.008301
-0.045166,-0.019287,0.982178
-0.012451,-0.007812,1.221924
0.018311,0.07251,1.151123
-0.383545,0.007568,0.97876
-0.102783,0.012695,0.974609
-0.068604,0.091553,0.971191
-0.104004,0.164795,0.997314
-0.037354,0.056641,1.015381
-0.045654,-0.280762,0.901367
-0.48877,-0.08374,0.907227
-0.237305,0.029297,0.97876
0.008057,-0.070068,0.721436
0.071777,0.092773,1.147461
0.038086,0.071777,0.974121
0.181641,0.054688,1.02832
-0.084717,0.020996,1.165527
0.056396,0.091797,0.866455
-0.250244,0.033203,1.128906
-0.355713,0.04541,1.009033
-0.064453,0.007324,0.976318
-0.063965,0.004639,0.976318
-0.069824,0.009766,0.979248
-0.065918,0.011475,0.976074
-0.090576,0.007568,1.015137
-0.075684,0.041748,0.964111
-0.246338,0.118896,1.006836
-0.15918,-0.031006,0.963379
-0.296143,0.119629,1.018066
0.056885,0.021484,1.004883
0.195557,-0.008057,1.106201
0.272705,0.106689,1.015625
0.252686,-0.062988,0.967041
0.104004,-0.089355,0.989258
-0.623291,0.171631,0.925049
-0.070312,0.031738,0.966064
-0.185303,0.110596,1.108398
-0.037842,-0.002441,1.037354
0.042236,-0.134033,0.884521
0.010742,-0.355225,0.980957
-0.405029,0.026123,0.863525
-0.410889,0.008545,1.168701
0.244141,0.050049,0.952148
0.205811,0.03833,0.993164
0.023682,0.063965,1.023926
0.274414,0.017822,0.963379
0.03125,-0.020752,1.037109
-0.035645,-0.032959,0.807861
-0.42627,-0.004639,0.950439
-0.247314,-0.03125,0.950195
-0.069336,0.005859,0.976074
-0.06543,0.007568,0.970215
-0.064697,0.009033,0.969482
-0.064209,0.010986,0.986084
-0.066895,0.009766,0.975342
-0.064453,0.01001,0.972656
-0.060303,0.006836,0.974365
-0.179199,-0.047607,0.950439
-0.245117,0.05249,1.003174
-0.217041,0.026611,0.942139
-0.037354,0.019287,0.907959
0.067627,0.01416,0.898926
1.999939,0.069092,1.209229
-0.022217,0.034424,0.994873
0.0625,0.045654,0.98999
-0.0271,0.085938,1.095703
-0.337158,0.056396,1.001953
-0.092041,0.026855,0.964355
-0.077637,0.194824,0.993164
0.032227,0.1604,0.806152
-0.157959,0.075195,1.062012
-0.074951,-0.415527,1.121826
-0.392578,-0.063965,1.020752
-0.233398,-0.052002,0.691162
0.023926,-0.015137,1.094482
0.08667,0.057373,1.04834
-0.073242,0.004883,0.984375
0.29126,0.010498,0.876221
0.057373,0.041748,0.848145
-0.006348,0.104248,0.906494
-0.378174,0.023193,1.079346
-0.313477,-0.02417,0.945557
-0.063965,0.011963,0.984131
-0.061768,0.008789,0.975342
-0.060791,0.007812,0.981445
-0.066162,0.013428,0.984375
-0.25415,0.001221,0.977539
-0.021484,-0.030518,0.717773
-0.039307,-0.073486,0.923828
0.115967,-0.106934,0.928467
0.343506,-0.037109,1.016846
0.103516,0.042725,0.908447
0.095215,-0.056396,1.034912
-0.234619,0.023193,1.006836
-0.291992,0.012207,0.98999
-0.060791,0.022461,0.978271
-0.066162,0.20874,0.943604
-0.075439,0.07373,0.992676
-0.089844,-0.255371,1.005127
-0.294434,-0.007568,0.98291
-0.50293,-0.022949,1.042725
-0.144043,-0.032715,0.983887
0.09668,0.018066,1.065186
0.108643,0.111328,0.963379
0.131348,0.012207,1.046631
0.268066,0.022217,1.004883
0.0,-0.023926,0.848633
-0.361816,-0.062012,1.080322
-0.07959,0.020996,0.974121
-0.064941,0.014893,0.971924
-0.065918,0.010254,0.97876
-0.064209,0.013672,0.980713
-0.063721,0.013672,0.973145
-0.066895,0.011963,0.977539
-0.0625,0.010742,0.970459
-0.075195,0.013428,0.975342
-0.249023,0.019287,0.949951
-0.143799,0.01001,0.990723
-0.111084,0.050537,1.013672
0.125,0.02417,1.03418
0.119873,0.028809,1.009033
0.000977,0.02832,1.010986
0.148193,0.006348,0.927002
0.015137,0.042969,1.08374
-0.57251,0.009033,0.947021
-0.066406,0.006836,0.977539
-0.085449,0.108154,0.978271
0.000977,0.20874,1.017822
-0.161865,0.062256,1.080566
-0.05835,-0.171631,1.057861
-0.248535,-0.081055,0.973389
-0.456787,0.050537,0.987549
0.265869,-0.015137,0.998779
0.429932,0.05542,1.029541
-0.046143,0.104492,1.091797
0.030029,-0.013184,0.85376
-0.271484,-0.009277,1.069824
-0.39209,-0.053467,1.003418
-0.062256,0.005859,0.970703
-0.06958,0.011475,0.976562
-0.065674,0.008545,0.975342
-0.06543,0.001221,0.98291
-0.062256,0.010986,0.97583
-0.066162,0.010498,0.983398
-0.063965,0.01123,0.971191
-0.245605,0.158936,1.00415
-0.265381,0.046875,1.073975
-0.28125,-0.027832,0.952393
-0.137451,0.016846,1.009766
0.005859,0.033203,1.144531
0.24585,0.074707,1.030273
0.133301,0.032959,0.931152
