X,Y,Z
0.212402,-0.0354,0.980225
0.154053,0.021484,1.0271
-0.018066,-0.035645,0.951172
-0.180908,0.011963,1.00415
-0.112793,-0.033447,0.941406
-0.17334,0.023682,0.889893
-0.131836,0.000732,0.969727
-0.062744,0.010498,0.976074
-0.062744,0.009033,0.974365
-0.061523,0.009521,0.979492
-0.063477,0.009766,0.987793
0.16333,0.054932,0.95166
0.1521,0.071533,1.064697
-0.006348,-0.013184,0.889404
-0.149658,0.023926,0.981445
-0.303711,0.08252,1.014893
-0.061279,0.004639,0.982422
-0.283203,0.047363,0.997803
-0.080078,0.163818,0.87793
0.020264,0.348633,0.930664
0.253662,-0.021973,0.995605
0.158936,0.045654,0.984375
-0.028809,0.006348,1.068848
-0.01001,0.008057,0.962158
-0.06665,-0.055664,0.970947
-0.196533,-0.046875,0.987305
-0.064941,0.006104,0.980225
-0.226074,0.011963,0.937988
-0.133057,0.03833,1.022461
0.037109,0.063965,0.960693
-0.033447,0.020996,0.968994
0.125977,0.039795,0.876465
0.127441,-0.054688,0.957764
-0.01416,-0.092285,0.937744
0.081787,-0.040527,0.906738
-0.143555,-0.013184,0.976562
-0.273438,-0.022461,0.977783
-0.26001,-0.02124,1.017334
-0.062744,0.008301,0.976807
-0.061768,0.010986,0.977295
-0.05835,0.006348,0.978027
0.128418,0.037109,1.013672
0.139404,0.023193,1.088135
-0.091797,-0.002686,1.05835
-0.168213,0.053711,1.01416
-0.375977,-0.027344,0.957764
-0.211182,0.043457,0.955322
-0.301758,0.135254,0.934814
-0.117432,0.072021,0.957275
0.358398,0.135742,1.073486
0.074951,-0.071777,0.970947
0.174072,0.002441,0.95459
-0.010498,-0.007324,0.967773
-0.476074,0.03418,0.92749
-0.062744,0.00293,0.980957
-0.334961,0.072754,0.911377
-0.081543,0.061279,0.94873
0.061279,0.141357,0.900635
0.170654,0.167725,1.1604
0.305908,-0.109375,0.989258
0.046387,-0.033203,0.900635
-0.048584,0.045654,1.070557
-0.256348,0.016846,0.943604
-0.355469,-0.150391,1.01001
-0.058838,0.00415,0.970703
-0.062744,0.003906,0.977295
-0.063721,0.003906,0.978027
-0.063232,0.005859,0.974854
-0.06665,0.00415,0.980469
-0.06543,0.011475,0.981201
-0.059814,0.008057,0.967285
0.175781,0.075684,1.045654
0.114746,0.021484,1.010254
0.122803,-0.052979,0.977539
-0.098389,-0.024414,0.933105
-0.186035,-0.131592,0.964355
-0.298584,0.081299,1.043945
-0.228271,0.031494,0.9104
-0.112549,0.128174,0.978271
0.1875,-0.046631,1.053467
0.000732,-0.000977,1.0
0.072754,-0.052246,0.90332
0.056885,-0.014648,0.964844
-0.250977,-0.081543,0.951172
-0.448242,0.140625,0.95874
-0.19751,0.099365,0.965088
-0.100342,0.134033,1.031494
0.390625,-0.015869,1.122803
0.172852,-0.125977,1.020264
0.161377,-0.049072,0.907227
-0.193604,-0.081055,0.829102
-0.388428,-0.161621,0.950928
-0.063721,0.009033,0.979736
-0.064697,0.007324,0.975586
-0.06665,0.010742,0.983643
-0.067871,0.008789,0.974609
-0.062256,0.01001,0.97583
-0.067871,0.009521,0.979492
-0.064941,0.01001,0.976807
-0.063477,0.008301,0.981689
0.014893,-0.008545,0.833252
0.12793,0.100586,1.010254
0.002197,0.064697,1.004395
0.108154,0.000244,0.96582
-0.395508,0.099121,0.931396
-0.062988,0.00708,0.978516
-0.415527,0.093018,1.032471
-0.033691,0.169922,1.039795
0.033936,0.081543,1.052246
0.220459,-0.017334,0.873047
-0.138916,-0.065186,1.062256
-0.273682,-0.036865,0.979248
-0.394287,-0.061035,0.959961
-0.277832,0.032471,0.943604
-0.070068,0.131836,0.966064
0.007324,0.10083,0.999023
0.322021,-0.146484,1.029785
0.168213,0.025146,1.052979
0.290527,-0.033691,0.977783
-0.041992,0.080811,0.949219
-0.375,-0.012207,0.859863
-0.066162,0.011963,0.981445
-0.064941,0.006836,0.977051
-0.061523,0.008057,0.974121
-0.063477,0.007324,0.975586
-0.065918,0.009277,0.97876
-0.062012,0.01123,0.976074
-0.068604,0.00708,0.97876
-0.063721,0.01001,0.978027
-0.065674,0.00415,0.982422
-0.081055,0.018555,1.040039
0.210449,0.005859,0.940674
0.095459,0.030518,0.955078
0.090332,0.030273,1.065674
-0.883057,0.082031,0.82959
-0.533447,0.076416,1.013184
-0.288818,0.241943,1.107666
0.111572,-0.059326,1.010986
0.169678,-0.049072,1.182129
0.144287,-0.043213,1.09668
0.119873,-0.076172,1.054932
-0.571045,-0.033447,0.823975
-0.22583,0.032471,0.967529
-0.337646,0.125244,0.846191
0.00708,0.148193,1.037598
0.107178,0.044678,0.988525
0.22168,-0.02002,1.02417
0.064941,-0.067627,1.082031
-0.093506,-0.01001,1.030029
-0.459717,-0.008301,0.979004
-0.064453,0.006592,0.982666
-0.062988,0.006104,0.985596
-0.064453,0.004883,0.979248
-0.068359,0.008789,0.977295
-0.069824,0.010254,0.978027
-0.066895,0.012939,0.973145
-0.066895,0.007812,0.976318
-0.064941,0.01001,0.974121
-0.063965,0.004639,0.983887
-0.064941,0.005371,0.980469
-0.059326,0.003662,0.968994
